epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,85943.4,0.85394,0.44123,0.99797,0.9561,0.88417,0.94172,0.68195,1.06202,0.44828,1.11926,0.003961,0.003961,0.003961
185,86421.2,0.84905,0.43741,0.99628,0.95798,0.88345,0.94145,0.68171,1.06192,0.44798,1.11938,0.003928,0.003928,0.003928
186,86897.1,0.84816,0.43589,0.99486,0.95771,0.88364,0.9416,0.682,1.06175,0.44818,1.11952,0.003895,0.003895,0.003895
187,87376.3,0.85337,0.43606,0.9981,0.9573,0.88365,0.94176,0.68242,1.06164,0.44856,1.11992,0.003862,0.003862,0.003862
188,87802.4,0.8441,0.43614,0.99351,0.95718,0.8836,0.9416,0.68265,1.06118,0.44924,1.11996,0.003829,0.003829,0.003829
189,88281,0.84765,0.43368,0.99427,0.95717,0.88371,0.9417,0.68298,1.0608,0.44893,1.12008,0.003796,0.003796,0.003796
190,88761.8,0.84198,0.42774,0.9918,0.95203,0.88781,0.94182,0.68323,1.06011,0.44845,1.12003,0.003763,0.003763,0.003763
191,89232.7,0.8398,0.43097,0.98954,0.95364,0.88646,0.94178,0.6834,1.05982,0.44814,1.12027,0.00373,0.00373,0.00373
192,89626.7,0.83585,0.42978,0.98863,0.95491,0.88544,0.94205,0.68325,1.05935,0.44833,1.12012,0.003697,0.003697,0.003697
193,89970.9,0.83459,0.43125,0.98661,0.95525,0.88558,0.94205,0.68377,1.05897,0.44803,1.12029,0.003664,0.003664,0.003664
194,90335.2,0.83591,0.43186,0.98815,0.95385,0.88793,0.94217,0.68363,1.05866,0.4478,1.12046,0.003631,0.003631,0.003631
195,90698.8,0.83437,0.42667,0.98705,0.95525,0.88584,0.94244,0.68378,1.05817,0.44781,1.12038,0.003598,0.003598,0.003598
196,91038,0.833,0.43358,0.98715,0.95295,0.88886,0.94261,0.68392,1.05768,0.44746,1.12034,0.003565,0.003565,0.003565
197,91370.5,0.82892,0.42965,0.98469,0.9549,0.88689,0.94245,0.68374,1.0577,0.44719,1.12074,0.003532,0.003532,0.003532
198,91710.6,0.82481,0.4242,0.98267,0.94857,0.89385,0.94243,0.68396,1.05737,0.44705,1.12086,0.003499,0.003499,0.003499
199,92052.6,0.82733,0.42768,0.98401,0.94959,0.89343,0.94258,0.68434,1.0568,0.44706,1.12098,0.003466,0.003466,0.003466
200,92398,0.82494,0.42511,0.98406,0.95005,0.89213,0.94203,0.68436,1.05696,0.44713,1.1216,0.003433,0.003433,0.003433
201,92741.2,0.82451,0.42701,0.98507,0.95078,0.89064,0.94189,0.68439,1.05684,0.44729,1.12196,0.0034,0.0034,0.0034
202,93096.8,0.81201,0.41889,0.97738,0.95545,0.88741,0.94192,0.68457,1.0562,0.44763,1.12189,0.003367,0.003367,0.003367
203,93547.2,0.81971,0.42428,0.9811,0.95399,0.8882,0.94198,0.68479,1.05611,0.44681,1.12213,0.003334,0.003334,0.003334
204,93969.7,0.82292,0.42317,0.98254,0.95524,0.88702,0.94208,0.6854,1.05647,0.44709,1.12289,0.003301,0.003301,0.003301
205,94312.8,0.81428,0.41886,0.97738,0.95416,0.8886,0.9421,0.68525,1.05678,0.44763,1.12339,0.003268,0.003268,0.003268
206,94655.5,0.80893,0.41584,0.97509,0.95227,0.88991,0.94193,0.68521,1.05713,0.44798,1.12389,0.003235,0.003235,0.003235
207,95000.8,0.8083,0.4149,0.976,0.94948,0.89132,0.9419,0.68504,1.05695,0.44765,1.12435,0.003202,0.003202,0.003202
208,95344,0.79809,0.40953,0.97273,0.95024,0.89067,0.94195,0.68499,1.05698,0.44776,1.12488,0.003169,0.003169,0.003169
209,95688.6,0.80542,0.41318,0.97465,0.94979,0.89136,0.94211,0.68504,1.05671,0.44724,1.12529,0.003136,0.003136,0.003136
210,96031.1,0.79567,0.40908,0.97309,0.94811,0.89288,0.94185,0.68522,1.05659,0.44666,1.12541,0.003103,0.003103,0.003103
211,96373.5,0.79983,0.40882,0.9733,0.94707,0.89329,0.94154,0.68535,1.05703,0.44662,1.12607,0.00307,0.00307,0.00307
212,96709.8,0.793,0.40989,0.96903,0.94782,0.89319,0.94117,0.68547,1.05714,0.44656,1.1266,0.003037,0.003037,0.003037
213,97070.4,0.79314,0.40742,0.97007,0.94683,0.89363,0.94133,0.68488,1.05689,0.44669,1.12673,0.003004,0.003004,0.003004
214,97400.8,0.78906,0.41107,0.96893,0.94834,0.89293,0.94151,0.68506,1.05706,0.4463,1.12706,0.002971,0.002971,0.002971
215,97804.6,0.78464,0.40322,0.96742,0.94855,0.89293,0.94139,0.685,1.05706,0.44627,1.1274,0.002938,0.002938,0.002938
216,98246.6,0.79183,0.40864,0.96888,0.94951,0.89193,0.94108,0.68497,1.05729,0.44658,1.1278,0.002905,0.002905,0.002905
217,98640.2,0.78926,0.4075,0.96942,0.95008,0.89175,0.94112,0.68531,1.05771,0.44645,1.12825,0.002872,0.002872,0.002872
218,99005.5,0.77769,0.40287,0.96522,0.95032,0.89136,0.94103,0.68531,1.058,0.44648,1.12899,0.002839,0.002839,0.002839
219,99355.3,0.78112,0.40247,0.96489,0.94987,0.89241,0.9412,0.68475,1.05783,0.44629,1.12941,0.002806,0.002806,0.002806
220,99728.9,0.77858,0.40213,0.96366,0.95091,0.89149,0.9409,0.68516,1.05799,0.44654,1.12991,0.002773,0.002773,0.002773
221,100077,0.78114,0.40159,0.96415,0.94907,0.89118,0.94028,0.68517,1.05743,0.44655,1.12974,0.00274,0.00274,0.00274
222,100414,0.77278,0.39832,0.96191,0.94969,0.89029,0.93974,0.68476,1.05717,0.44645,1.12996,0.002707,0.002707,0.002707
223,100750,0.77222,0.39634,0.96206,0.95022,0.89019,0.9399,0.68456,1.05722,0.44671,1.13029,0.002674,0.002674,0.002674
224,101095,0.77026,0.39489,0.95905,0.95022,0.89023,0.93993,0.68457,1.0571,0.44656,1.13067,0.002641,0.002641,0.002641
225,101451,0.76438,0.39189,0.96014,0.95212,0.88847,0.93974,0.68443,1.0568,0.44671,1.13093,0.002608,0.002608,0.002608
226,101788,0.76663,0.395,0.95784,0.9552,0.8852,0.93958,0.68472,1.05648,0.44683,1.13105,0.002575,0.002575,0.002575
227,102132,0.76543,0.39516,0.95847,0.95381,0.88702,0.9397,0.68458,1.05677,0.44661,1.13131,0.002542,0.002542,0.002542
228,102470,0.75973,0.39012,0.95531,0.95716,0.884,0.93989,0.68431,1.05689,0.44711,1.13143,0.002509,0.002509,0.002509
229,102820,0.75555,0.38878,0.95454,0.95543,0.88531,0.93996,0.68434,1.05687,0.44684,1.1318,0.002476,0.002476,0.002476
230,103169,0.75805,0.39136,0.95484,0.95031,0.8894,0.93957,0.68446,1.057,0.44691,1.13208,0.002443,0.002443,0.002443
231,103511,0.75618,0.39116,0.95497,0.95775,0.88451,0.94002,0.68492,1.05728,0.44738,1.13266,0.00241,0.00241,0.00241
232,103862,0.75034,0.38488,0.95089,0.95856,0.88479,0.93985,0.68481,1.05734,0.44693,1.13312,0.002377,0.002377,0.002377
233,104212,0.74814,0.3867,0.95032,0.9596,0.88387,0.93999,0.68519,1.05701,0.44662,1.13325,0.002344,0.002344,0.002344
234,104550,0.75393,0.38604,0.95409,0.95855,0.88416,0.9397,0.6853,1.05705,0.44701,1.13351,0.002311,0.002311,0.002311
235,104908,0.74796,0.38554,0.95127,0.958,0.88389,0.93908,0.68491,1.0568,0.44655,1.13353,0.002278,0.002278,0.002278
236,105246,0.74194,0.38229,0.94808,0.95074,0.88873,0.9393,0.68556,1.05702,0.44672,1.13379,0.002245,0.002245,0.002245
237,105582,0.7412,0.38349,0.94938,0.95355,0.88676,0.93914,0.68592,1.05686,0.44632,1.13385,0.002212,0.002212,0.002212
238,105924,0.73708,0.37707,0.94684,0.95504,0.88457,0.93886,0.68599,1.05718,0.44692,1.13426,0.002179,0.002179,0.002179
239,106260,0.73528,0.37946,0.94523,0.95422,0.88505,0.93906,0.68608,1.05721,0.44684,1.13469,0.002146,0.002146,0.002146
240,106615,0.73265,0.37476,0.94248,0.95341,0.88708,0.93882,0.68568,1.05763,0.4471,1.13551,0.002113,0.002113,0.002113
241,106970,0.72747,0.3761,0.94197,0.95345,0.88702,0.93911,0.68555,1.05797,0.44688,1.1361,0.00208,0.00208,0.00208
242,107322,0.72661,0.37666,0.94273,0.9529,0.88715,0.93932,0.68524,1.05786,0.44718,1.13634,0.002047,0.002047,0.002047
243,107682,0.73409,0.38011,0.94607,0.95071,0.892,0.93947,0.68569,1.05787,0.44728,1.13673,0.002014,0.002014,0.002014
244,108031,0.72432,0.37318,0.9415,0.95072,0.89162,0.93962,0.68514,1.05784,0.44761,1.13716,0.001981,0.001981,0.001981
245,108378,0.7213,0.37067,0.93819,0.94992,0.89203,0.93934,0.68569,1.05726,0.44761,1.137,0.001948,0.001948,0.001948
246,108725,0.71757,0.3721,0.93777,0.9496,0.89201,0.93929,0.68572,1.05728,0.44794,1.13742,0.001915,0.001915,0.001915
247,109070,0.71795,0.37018,0.93895,0.95082,0.89175,0.93939,0.68589,1.05699,0.44756,1.13771,0.001882,0.001882,0.001882
248,109409,0.71129,0.36908,0.93732,0.95078,0.89214,0.93966,0.68587,1.05729,0.44722,1.13841,0.001849,0.001849,0.001849
249,109760,0.71672,0.36831,0.94016,0.95105,0.89074,0.93941,0.68644,1.05737,0.44751,1.13877,0.001816,0.001816,0.001816
250,110099,0.70503,0.36247,0.93455,0.95106,0.89175,0.93935,0.6865,1.05703,0.44725,1.13905,0.001783,0.001783,0.001783
251,110434,0.70433,0.36607,0.93375,0.95108,0.89145,0.93951,0.6862,1.05695,0.44691,1.13935,0.00175,0.00175,0.00175
252,110770,0.70073,0.36003,0.93317,0.95134,0.89119,0.93931,0.68635,1.05721,0.44733,1.13988,0.001717,0.001717,0.001717
253,111113,0.7021,0.36411,0.93308,0.95226,0.89103,0.93911,0.68634,1.05721,0.44761,1.14045,0.001684,0.001684,0.001684
254,111452,0.7001,0.36021,0.93232,0.95201,0.89122,0.93893,0.68572,1.05704,0.44737,1.14085,0.001651,0.001651,0.001651
255,111782,0.69677,0.36053,0.93066,0.95056,0.89165,0.93908,0.68575,1.05715,0.44735,1.14098,0.001618,0.001618,0.001618
256,112113,0.69025,0.35824,0.92907,0.95045,0.8921,0.93895,0.68589,1.05736,0.44792,1.14209,0.001585,0.001585,0.001585
257,112450,0.68813,0.3582,0.9285,0.9508,0.89106,0.93889,0.68588,1.05735,0.44804,1.1421,0.001552,0.001552,0.001552
258,112784,0.68994,0.35592,0.92879,0.95188,0.89004,0.93896,0.68595,1.05761,0.44886,1.14284,0.001519,0.001519,0.001519
259,113115,0.69167,0.35581,0.93038,0.95186,0.8903,0.9392,0.6861,1.05832,0.44873,1.14397,0.001486,0.001486,0.001486
260,113456,0.68359,0.35549,0.92709,0.95293,0.8903,0.9391,0.68609,1.05859,0.44914,1.14475,0.001453,0.001453,0.001453
261,113789,0.68423,0.35295,0.92755,0.95235,0.89009,0.93894,0.68562,1.0583,0.44915,1.14483,0.00142,0.00142,0.00142
262,114126,0.67603,0.35182,0.92521,0.95225,0.89079,0.93893,0.68579,1.0584,0.44976,1.14518,0.001387,0.001387,0.001387
263,114471,0.68075,0.35313,0.92284,0.95162,0.89109,0.93866,0.68559,1.05823,0.45068,1.1456,0.001354,0.001354,0.001354
264,114803,0.67264,0.34567,0.92106,0.95312,0.88945,0.93915,0.68594,1.05841,0.45063,1.14628,0.001321,0.001321,0.001321
265,115145,0.66788,0.34893,0.9218,0.9537,0.88939,0.93879,0.6858,1.0583,0.4511,1.14635,0.001288,0.001288,0.001288
266,115478,0.66699,0.34772,0.92084,0.95353,0.88912,0.93853,0.68546,1.05875,0.45142,1.14687,0.001255,0.001255,0.001255
267,115812,0.66984,0.34881,0.92325,0.95358,0.88791,0.93838,0.68527,1.05905,0.45124,1.14759,0.001222,0.001222,0.001222
268,116150,0.66469,0.3436,0.91817,0.95389,0.88847,0.93852,0.68512,1.05894,0.45148,1.1481,0.001189,0.001189,0.001189
269,116487,0.66081,0.34348,0.91829,0.95321,0.88794,0.93827,0.68544,1.0588,0.4517,1.14858,0.001156,0.001156,0.001156
270,116839,0.65908,0.34245,0.9179,0.9532,0.88702,0.93807,0.68551,1.05883,0.45181,1.1491,0.001123,0.001123,0.001123
271,117193,0.6544,0.34226,0.91671,0.95343,0.88689,0.93796,0.68564,1.05874,0.45213,1.14967,0.00109,0.00109,0.00109
272,117534,0.6559,0.34266,0.91781,0.95423,0.8861,0.93793,0.68529,1.0586,0.45229,1.15012,0.001057,0.001057,0.001057
273,117895,0.65056,0.33794,0.9152,0.95469,0.88583,0.93789,0.68576,1.05855,0.45228,1.15041,0.001024,0.001024,0.001024
274,118255,0.64808,0.33829,0.91364,0.95401,0.88794,0.93835,0.68568,1.05842,0.45198,1.15111,0.000991,0.000991,0.000991
275,118600,0.64647,0.33594,0.91296,0.95558,0.88531,0.93816,0.68589,1.05805,0.45159,1.15142,0.000958,0.000958,0.000958
276,118940,0.64777,0.33696,0.91358,0.95303,0.8882,0.93828,0.68577,1.05809,0.45194,1.15186,0.000925,0.000925,0.000925
277,119275,0.64082,0.33604,0.91117,0.95342,0.8882,0.93823,0.6851,1.05823,0.45195,1.15263,0.000892,0.000892,0.000892
278,119609,0.63802,0.33474,0.91184,0.95228,0.88794,0.9379,0.68527,1.05836,0.45246,1.15333,0.000859,0.000859,0.000859
279,119948,0.63219,0.33204,0.90851,0.95467,0.88544,0.93813,0.68537,1.05858,0.45253,1.15402,0.000826,0.000826,0.000826
280,120279,0.63398,0.33108,0.9086,0.9586,0.88203,0.9376,0.68546,1.05858,0.45303,1.15445,0.000793,0.000793,0.000793
281,120626,0.62736,0.32963,0.90668,0.95742,0.88314,0.93769,0.68544,1.05859,0.4541,1.15483,0.00076,0.00076,0.00076
282,120970,0.62368,0.3255,0.90427,0.95767,0.88269,0.93758,0.68542,1.05881,0.45434,1.15546,0.000727,0.000727,0.000727
283,121308,0.62796,0.32799,0.90874,0.95769,0.88316,0.93757,0.68544,1.05878,0.45478,1.15576,0.000694,0.000694,0.000694
284,121646,0.6221,0.32527,0.90436,0.95677,0.88386,0.93761,0.68484,1.05932,0.45461,1.15695,0.000661,0.000661,0.000661
285,121979,0.61776,0.32331,0.90202,0.95638,0.88374,0.93735,0.68497,1.05947,0.45472,1.15743,0.000628,0.000628,0.000628
286,122311,0.62097,0.32524,0.90699,0.9555,0.88426,0.93736,0.68502,1.05968,0.455,1.1581,0.000595,0.000595,0.000595
287,122649,0.61599,0.32201,0.90186,0.954,0.88466,0.93718,0.68459,1.0597,0.45527,1.15886,0.000562,0.000562,0.000562
288,122982,0.61168,0.31973,0.89919,0.95543,0.88452,0.93736,0.68483,1.05999,0.45561,1.1595,0.000529,0.000529,0.000529
289,123322,0.61449,0.32257,0.90175,0.95402,0.88544,0.93734,0.68463,1.06018,0.45635,1.1602,0.000496,0.000496,0.000496
290,123661,0.60527,0.31994,0.89775,0.95429,0.88578,0.93757,0.6843,1.06053,0.45685,1.16114,0.000463,0.000463,0.000463
291,124025,0.58058,0.2772,0.88472,0.95388,0.88531,0.93712,0.68411,1.06091,0.45684,1.16245,0.00043,0.00043,0.00043
292,124345,0.56956,0.2701,0.88103,0.9527,0.88623,0.93716,0.68397,1.06061,0.45718,1.163,0.000397,0.000397,0.000397
293,124664,0.56562,0.27177,0.87731,0.95436,0.88558,0.93673,0.6844,1.06043,0.45765,1.16358,0.000364,0.000364,0.000364
294,124981,0.56181,0.27002,0.87736,0.95295,0.88611,0.93661,0.68435,1.06027,0.45813,1.16425,0.000331,0.000331,0.000331
295,125298,0.5572,0.26594,0.87568,0.95338,0.88656,0.93673,0.68481,1.06031,0.45908,1.16502,0.000298,0.000298,0.000298
296,125615,0.55568,0.26471,0.87618,0.95281,0.88594,0.93656,0.68489,1.05968,0.45905,1.1653,0.000265,0.000265,0.000265
297,125935,0.54995,0.26395,0.87386,0.95234,0.88597,0.93679,0.68503,1.05987,0.45962,1.16618,0.000232,0.000232,0.000232
298,126254,0.55131,0.26561,0.87527,0.95199,0.88663,0.93685,0.68536,1.05963,0.45984,1.16672,0.000199,0.000199,0.000199
299,126571,0.55,0.26292,0.87397,0.95191,0.8868,0.937,0.68509,1.05962,0.46004,1.16754,0.000166,0.000166,0.000166
300,126889,0.54336,0.26097,0.8725,0.95194,0.8865,0.93667,0.68472,1.05944,0.46107,1.16814,0.000133,0.000133,0.000133
